Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority
Catch (DS Group),Agriculture & Food,Tea Plantation,Spices,Penetration,Noida,"Noida (UP), Kosi",800.0,1000.0,30.0,
McCormick India,Agriculture & Food,Tea Plantation,Spices,Penetration,,"Mumbai, Bangalore",800.0,600.0,30.0,
Chevron India,Energy & Fuel,Lubricants,Industrial,Penetration,Mumbai,Mumbai,800.0,200.0,30.0,
CAMPCO,Agriculture & Food,Tea Plantation,Coffee/Cocoa,Penetration,Mangalore,"Karnataka, Kerala",800.0,1500.0,30.0,
Panama Petrochem,Energy & Fuel,Lubricants,Specialty,Penetration,Mumbai,"Mumbai, Vapi (GJ)",800.0,500.0,30.0,
Fuchs India,Energy & Fuel,Lubricants,Industrial,Penetration,,"Pune (MH), Chandigarh",800.0,400.0,30.0,
HPL Electric,Auto & Engineering,Wires Cables,Building,Penetration,Noida,"Bhiwadi (RJ), Gurgaon",1000.0,800.0,30.0,
Indian Rare Earths,Mining & Minerals,Industrial Minerals,Heavy Minerals,Penetration,Mumbai,"Kerala, TN, Odisha",800.0,2500.0,30.0,
Aditya Birla Chemicals,Mining & Minerals,Industrial Minerals,Industrial,Penetration,Mumbai,"Renukoot (UP), Nagda (MP)",800.0,1000.0,30.0,
Vesuvius India,Mining & Minerals,Industrial Minerals,Refractories,Penetration,,"Jamshedpur (JH), Kolkata",800.0,800.0,30.0,
Imerys India,Mining & Minerals,Industrial Minerals,Specialty,Penetration,,"TN, Rajasthan, AP",800.0,600.0,30.0,
Leoni Cables,Auto & Engineering,Wires Cables,Auto,Penetration,,"Chennai, Pune",1000.0,800.0,30.0,
Somany Ceramics,Building & Construction,Tiles Sanitaryware,Tiles,Expansion,Delhi,"Morbi, Kassar (HR), Kadi (GJ)",2500.0,,30.0,
Tide Water Oil,Energy & Fuel,Lubricants,Industrial,Expansion,Kolkata,"Chennai (TN), Kolkata",1000.0,800.0,30.0,
Nuziveedu Seeds,Agriculture & Food,Seeds Planting Material,Hybrid,Expansion,Hyderabad,"Hyderabad (TS), Dhavaleswaram (AP), Bangalore",2500.0,1100.0,30.0,
Oberoi Hotels,Building & Construction,Furniture Wood,Hotels,Penetration,Delhi,Pan-India,0.0,0.0,30.0,
PNC Infratech,Steel & Metals,Steel Structural,Buyer,Penetration,Agra,Pan-India projects,0.0,0.0,30.0,
Ador Welding,Steel & Metals,Steel Wire Products,Welding Wire,Penetration,Mumbai,"Pune (MH), Chennai (TN), Raipur",800.0,1200.0,30.0,
L&T (Buyer),Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,Mumbai,Pan-India,0.0,0.0,30.0,
MSP Steel,Steel & Metals,Steel Structural,Secondary,Expansion,Kolkata,"Raigarh (CG), Jamuria (WB)",3000.0,1200.0,30.0,
Lafarge Holcim RMC,Building & Construction,Stone Aggregates,Aggregates,Penetration,Mumbai,Pan-India,1200.0,800.0,30.0,
Sarda Energy,Steel & Metals,Steel Structural,Integrated,Penetration,Raipur,"Raipur (CG), Siltara (CG)",3500.0,1600.0,30.0,
Kiswire India,Steel & Metals,Steel Wire Products,Tire Cord,Penetration,,Chennai (TN),800.0,400.0,30.0,
D.P. Wires,Steel & Metals,Steel Wire Products,Nails/Wire,Expansion,Raipur,"Raipur (CG), Ludhiana (PB)",800.0,1200.0,30.0,
Precision Wires India,Steel & Metals,Steel Wire Products,Fine Wire,Penetration,Mumbai,"Nashik (MH), Silvassa",800.0,700.0,30.0,
Aker Solutions India,Energy & Fuel,Oil Gas Services,EPC,Penetration,Norway,Mumbai,1200.0,400.0,30.0,
Visa Steel,Steel & Metals,Sponge Pig Iron,Sponge,Expansion,Delhi,Kalinganagar (OD),1200.0,1000.0,30.0,
Rungta Mines/Steel,Steel & Metals,Steel Structural,Secondary,Penetration,Kolkata,"Barbil (OD), Giridih (JH)",3500.0,1500.0,30.0,
JTL Industries,Steel & Metals,Steel Wire Products,PC Strand,Penetration,Chandigarh,Baddi (HP),800.0,400.0,30.0,
NTPC (FGD Gypsum),Building & Construction,Gypsum Plaster,Byproduct,Penetration,Delhi,Power plants,200.0,100.0,29.0,
GSECL,Building & Construction,Ash Infrastructure,Generation,Expansion,Vadodara,"Ukai, Gandhinagar, Wanakbori, Sikka, Dhuvaran",,6000.0,29.0,
Kohinoor Foods,FMCG & Consumer,Food Processing,Rice,Penetration,Gurugram,"Murthal (HR), Patran (PB)",1500.0,800.0,29.0,
Chemplast Sanmar,Chemicals & Petrochemicals,Acids Solvents,Chlor-Alkali,Penetration,Chennai,"Mettur (TN), Karaikal",2000.0,1200.0,29.0,
Astral Adhesives,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Expansion,Ahmedabad,"Santej (GJ), Hosur (TN), Haridwar (UK)",1800.0,1000.0,29.0,
Dow Silicones India,Chemicals & Petrochemicals,Adhesives Sealants,Silicone,Penetration,Mumbai,Bangalore,1500.0,600.0,29.0,
Century Aluminium,Steel & Metals,Non Ferrous Metals,Al Extrusions,Expansion,Silvassa,"Silvassa, Bhiwadi, Bangalore",1200.0,800.0,29.0,
NALCO,Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Bhubaneswar,Angul (OD),0.0,0.0,29.0,
Dalmia Cement (Buyer),Building & Construction,Gypsum Plaster,Buyer,Penetration,Delhi,Pan-India,0.0,0.0,29.0,
Gujarat Sidhee Cement,Mining & Minerals,Industrial Minerals,Limestone,Penetration,Ahmedabad,"Veraval (GJ), Porbandar",1200.0,1500.0,29.0,
Nutreco (Skretting),Agriculture & Food,Animal Feed,Aqua,Penetration,Mumbai,"Nellore (AP), Bhimavaram",1200.0,500.0,29.0,
Japfa Comfeed,Agriculture & Food,Animal Feed,Multi,Expansion,Bangalore,"Bangalore (KA), Hyderabad, Hajipur",1500.0,1000.0,29.0,
JSPL (Buyer),Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Delhi,"Angul, Raigarh",0.0,0.0,29.0,
Srikalahasthi Pipes,Steel & Metals,Steel Pipes Tubes,DI Pipes,Penetration,Chennai,Srikalahasti (AP),2000.0,800.0,29.0,
RHI Magnesita India,Building & Construction,Refractories,Multi,Expansion,Austria,"Raigad (MH), Bhiwadi (RJ), Vizag",2500.0,,28.0,
IFB Agro,FMCG & Consumer,Beverages,IMFL,Penetration,Kolkata,"Nadia (WB), Kolkata",800.0,600.0,28.0,
Goodyear India,Auto & Engineering,Tyres,PV,Expansion,Gurugram,Ballabgarh (HR),2500.0,,28.0,
Oxbow Carbon,Energy & Fuel,Coal Fuel,Pet Coke,Penetration,,"Vizag, Mundra",4000.0,150.0,28.0,
India Cements (Fuel),Energy & Fuel,Coal Fuel,Cement,Penetration,Chennai,"Tamil Nadu, AP",4000.0,1000.0,28.0,
Gujarat Narmada Fertilizers,Chemicals & Petrochemicals,Acids Solvents,Acids,Expansion,Bharuch,Bharuch (GJ),2000.0,1000.0,28.0,
Oriental Aromatics,Chemicals & Petrochemicals,Specialty Chemicals,Aroma Chemicals,Penetration,Mumbai,"Vadodara (GJ), Bareilly (UP)",800.0,600.0,28.0,
Thomson (SPPL),FMCG & Consumer,Consumer Durables,TV,Penetration,Noida,Greater Noida (UP),800.0,400.0,28.0,
Pioneer Agro,Agriculture & Food,Animal Feed,Poultry,Penetration,Namakkal,"Namakkal (TN), Erode",1200.0,2000.0,28.0,
Harrisons Malayalam,Chemicals & Petrochemicals,Rubber Latex,Plantation,Expansion,Kochi,"Kerala (Kottayam, Idukki), TN",1200.0,15000.0,28.0,
Empire Industries,Building & Construction,Glass Glazing,Container,Penetration,Mumbai,"Mumbai (MH), Nashik (MH)",700.0,800.0,28.0,
Fosroc India,Chemicals & Petrochemicals,Paints Coatings,Construction,Penetration,Bangalore,"Bangalore (KA), Mumbai, Gurgaon",800.0,600.0,28.0,
Cimmco (Titagarh),Steel & Metals,Steel Railways,Castings,Expansion,Jaipur,Bharatpur (RJ),800.0,1200.0,27.0,
Excel Crop Care,Chemicals & Petrochemicals,Agrochemicals,Formulations,Penetration,Ahmedabad,"Bhavnagar (GJ), Ahmedabad, Silvassa",800.0,700.0,27.0,
Knorr-Bremse India,Steel & Metals,Steel Railways,Brakes,Penetration,,Pune (MH),800.0,600.0,27.0,
Sarda Energy,Steel & Metals,Steel Coils,Integrated,Penetration,Raipur,"Raipur (CG), Siltara (CG)",4500.0,2000.0,27.0,
Venator (Kronos),Chemicals & Petrochemicals,Paints Coatings,TiO2,Penetration,Mumbai,Import/,1500.0,100.0,27.0,
Nippon Steel India (Tubes),Steel & Metals,Steel Pipes Tubes,Auto,Penetration,Delhi,Bawal (HR),2000.0,600.0,27.0,
Panacea Biotec,FMCG & Consumer,Pharma Healthcare,Vaccines/Pharma,Penetration,Delhi,"Baddi (HP), Lalru (PB)",1500.0,3000.0,27.0,
Garden Reach,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Kolkata,Kolkata,0.0,0.0,27.0,
PHI Seeds (Corteva),Agriculture & Food,Seeds Planting Material,Premium,Penetration,,Hyderabad,2000.0,600.0,27.0,
Bharat Petroleum (NRL),Energy & Fuel,Lubricants,Multi,Penetration,Guwahati,"Guwahati, Numaligarh",800.0,400.0,26.0,
Godawari Power,Steel & Metals,Steel Flats Longs,Integrated,Penetration,Raipur,Raipur (CG),3500.0,1600.0,26.0,
RRVUNL,Building & Construction,Ash Infrastructure,Generator,Penetration,Jaipur,"Kota, Suratgarh, Chhabra",,6000.0,26.0,
Brugg Cables,Auto & Engineering,Wires Cables,EHV,Penetration,,Silvassa,800.0,300.0,26.0,
Rasi Seeds,Agriculture & Food,Seeds Planting Material,Hybrid,Expansion,Attur,"Attur (TN), Bellary (KA)",2200.0,900.0,26.0,
Tirumala Milk,FMCG & Consumer,Dairy Products,Private,Penetration,Hyderabad,"Hyderabad, Vijayawada, Warangal",2500.0,1200.0,26.0,
Okinawa Autotech,Auto & Engineering,Two Wheelers Tractors,EV 2W,Penetration,Gurugram,Bhiwadi (RJ),900.0,650.0,26.0,
WBPDCL,Building & Construction,Ash Infrastructure,Generator,Penetration,Kolkata,"Santaldih, Bakreswar, Bandel, Kolaghat",,6000.0,26.0,
Mahyco,Agriculture & Food,Seeds Planting Material,Cotton/Veg,Expansion,Jalna,"Jalna (MH), Aurangabad, Bangalore",2000.0,1000.0,26.0,
Sula Vineyards,FMCG & Consumer,Beverages,Wine,Penetration,Mumbai,"Nashik (MH), Dindori (MH)",700.0,600.0,26.0,
Rungta Mines,Steel & Metals,Ferro Alloys,Multi,Penetration,Kolkata,"Barbil (OD), Raigarh (CG)",800.0,1200.0,26.0,
Steel Mart (SSC),Steel & Metals,Steel Flats Longs,SSC,Penetration,Delhi,"Delhi, Mumbai, Chennai, Ahmedabad",2500.0,800.0,26.0,
Lapp India,Auto & Engineering,Wires Cables,Industrial,Penetration,,"Bangalore, Bhopal",800.0,500.0,26.0,
Electrosteel,Steel & Metals,Steel Flats Longs,Integrated,Penetration,Kolkata,Bokaro (JH),4000.0,2000.0,26.0,
TANGEDCO,Building & Construction,Ash Infrastructure,Generation,Expansion,Chennai,"Tuticorin, Mettur, Ennore, North Chennai",,12000.0,26.0,
Embassy Group,Building & Construction,Furniture Wood,Real Estate,Penetration,Bangalore,Bangalore,0.0,0.0,26.0,
Synthomer India,Chemicals & Petrochemicals,Paints Coatings,Emulsions,Penetration,Vadodara,"Vadodara (GJ), Taloja (MH)",800.0,300.0,26.0,
Jayshree Tea,Agriculture & Food,Tea Plantation,Tea,Expansion,Kolkata,"Assam, Dooars",800.0,20000.0,26.0,
Pix Transmissions,Chemicals & Petrochemicals,Rubber Latex,Belts,Expansion,Nagpur,"Nagpur (MH), Miraj (MH)",700.0,1500.0,26.0,
Novozymes (India),Chemicals & Petrochemicals,Fertilizers,MNC,Penetration,Denmark,Bangalore (KA),800.0,500.0,26.0,
Aether Industries,Chemicals & Petrochemicals,Specialty Chemicals,Pharma Intermediates,Penetration,Surat,"Surat (GJ), Panoli (GJ)",700.0,500.0,26.0,
Neuland Labs,FMCG & Consumer,Pharma Healthcare,API,Penetration,Hyderabad,"Hyderabad (TS), Pashamylaram (TS)",1800.0,2200.0,26.0,
Neogen Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Lithium/Bromine,Penetration,Navi Mumbai,"Mahape (MH), Dahej (GJ)",700.0,600.0,26.0,
Professional Couriers,General,General Cargo,Courier,Penetration,Bangalore,Pan-India,800.0,8000.0,26.0,
Hira Ferro Alloys,Steel & Metals,Ferro Alloys,Multi,Expansion,Raipur,"Raipur (CG), Raigarh",800.0,1000.0,26.0,
AYM Syntex,Chemicals & Petrochemicals,Synthetic Fibres,Nylon,Penetration,Mumbai,"Silvassa, Roorkee (UK)",800.0,800.0,26.0,
Ellenbarrie Industrial Gases,Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Expansion,Kolkata,"East India (Kolkata, Durgapur, Jamshedpur)",600.0,700.0,26.0,
Monnet Ispat,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Delhi,"Raigarh (CG), Raipur",1000.0,800.0,26.0,
Shri Bajrang Power,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Raipur,"Raipur (CG), Chandrapur (MH)",1000.0,800.0,26.0,
Rathi Steel,Steel & Metals,Steel Structural,TMT,Penetration,Delhi,"Ghaziabad (UP), Bhiwadi (RJ)",3000.0,1200.0,26.0,
Messer India,Chemicals & Petrochemicals,Industrial Gases,Specialty,Penetration,Mumbai,"Maharashtra, Gujarat",600.0,400.0,26.0,
Bharat Wire Ropes,Steel & Metals,Non Ferrous Metals,Wire Products,Penetration,Mumbai,"Chalisgaon (MH), Jamshedpur (JH)",1200.0,600.0,26.0,
OMC (Odisha Mining),Steel & Metals,Ferro Alloys,Chrome Mining,Penetration,Bhubaneswar,"Sukinda (OD), Keonjhar",1000.0,2000.0,26.0,
Apar Industries,Energy & Fuel,Lubricants,Specialty,Expansion,Mumbai,"Mumbai, Silvassa",800.0,600.0,26.0,
Mandhana Industries,Chemicals & Petrochemicals,Synthetic Fibres,Yarn/Fabrics,Penetration,Mumbai,"Tarapur (MH), Santacruz",800.0,2000.0,26.0,
Alkyl Amines,Chemicals & Petrochemicals,Acids Solvents,Amines,Penetration,Pune,"Kurkumbh (MH), Patalganga",1800.0,1000.0,26.0,
Electrosteel (TMT),Steel & Metals,Steel Structural,Integrated,Penetration,Kolkata,Bokaro (JH),3000.0,1500.0,26.0,
Blinkit (Zomato),FMCG & Consumer,Food Processing,D2C,Penetration,Gurugram,Metro hubs,1500.0,2500.0,26.0,
JSW Energy,Building & Construction,Ash Infrastructure,Generation,Expansion,Mumbai,"Ratnagiri (MH), Vijayanagar (KA), Salboni (WB), Barmer",,2500.0,26.0,
Hyfun Foods,Agriculture & Food,Agri Produce Perishables,Frozen Potato,Penetration,Ahmedabad,"Nadiad (GJ), Rajkot (GJ)",400.0,500.0,26.0,
Mahindra Ugine (SMP),Steel & Metals,Ferro Alloys,Specialty,Expansion,Mumbai,"Khopoli (MH), Nashik",800.0,1000.0,26.0,
Gulab Oils,FMCG & Consumer,Edible Oils,Mustard,Penetration,Jaipur,"Jaipur (RJ), Bharatpur",700.0,400.0,26.0,
Balmer Lawrie,General,General Cargo,3PL,Penetration,Kolkata,Pan-India,600.0,1500.0,25.0,
Sibelco India,Mining & Minerals,Industrial Minerals,Silica,Penetration,Belgium,"Visakhapatnam (AP), Rajasthan, TN",600.0,500.0,25.0,
Snowman Logistics,General,General Cargo,Cold Chain,Penetration,Mumbai,Pan-India,500.0,1500.0,25.0,
Auto Dismantlers (Chennai),Steel & Metals,Metal Scrap,Auto,Penetration,Chennai,Chennai,1000.0,1500.0,25.0,
Navkar Corporation,General,General Cargo,Container,Penetration,Mumbai,"Gujarat, Mumbai",500.0,800.0,25.0,
ACC Concrete,Building & Construction,Blocks Bricks,Concrete,Penetration,Mumbai,Pan-India RMC plants,500.0,1000.0,25.0,
Indo-Arya,General,General Cargo,Multi,Penetration,Delhi,Pan-India,600.0,1000.0,25.0,
Precision Wires,Auto & Engineering,Wires Cables,Enameled,Penetration,Mumbai,"Nashik (MH), Silvassa",800.0,700.0,25.0,
Asian Bitumen,Energy & Fuel,Bitumen,Trading,Expansion,Mumbai,"Kandla, Mumbai, Chennai",600.0,200.0,25.0,
JioMart (Reliance),E-commerce & Retail,Ecommerce Retail,E-commerce,Penetration,Mumbai,Pan-India,25000.0,30000.0,25.0,
Mukand Ltd,Steel & Metals,Steel Flats Longs,Specialty,Penetration,Mumbai,"Thane (MH), Hospet (KA)",3500.0,2000.0,25.0,
Plaza Cables,Auto & Engineering,Wires Cables,Building,Penetration,Delhi,"Bhiwadi (RJ), Ahmedabad",800.0,600.0,25.0,
JSW Ispat Special,Steel & Metals,Steel Semi Finished,Specialty,Penetration,Mumbai,"Dolvi (MH), Tarapur (MH)",3000.0,1000.0,25.0,
Gem Granites,Building & Construction,Stone Aggregates,Granite,Expansion,Bangalore,"Bangalore (KA), Hosur",800.0,1000.0,25.0,
Nuvoco Vistas (AAC),Building & Construction,Blocks Bricks,AAC,Expansion,Mumbai,"Jhajjar (HR), Mejia (WB), Sonadih (JH), Pali (RJ)",500.0,800.0,25.0,
Asian Granito,Building & Construction,Tiles Sanitaryware,Tiles,Expansion,Ahmedabad,"Morbi, Himmatnagar",2000.0,,25.0,
Mahindra Agri (Saboro),Agriculture & Food,Agri Produce Perishables,Fruits/Vegetables,Expansion,Mumbai,"Nashik (MH), Hyderabad, Bangalore",400.0,600.0,25.0,
Mantra Organic,Agriculture & Food,Agri Produce Perishables,Organic Produce,Expansion,Hyderabad,"Hyderabad (TS), Bangalore, Delhi",400.0,600.0,25.0,
Udaan,E-commerce & Retail,Ecommerce Retail,B2B,Penetration,Bangalore,Pan-India,15000.0,6000.0,25.0,
Spices Board,Agriculture & Food,Tea Plantation,Government,Penetration,Cochin,Pan-India,0.0,500.0,25.0,
Aksh Optifibre,Auto & Engineering,Wires Cables,Fiber,Penetration,Delhi,"Bhiwadi (RJ), Silvassa",800.0,600.0,25.0,
Jindal Stainless (Ferro),Steel & Metals,Ferro Alloys,Ferro Chrome,Penetration,Delhi,Jajpur (OD),800.0,500.0,25.0,
Visa Steel,Steel & Metals,Steel Coils,Integrated,Penetration,Kolkata,Kalinganagar (OD),4000.0,1800.0,25.0,
Electrosteel,Steel & Metals,Steel Semi Finished,Integrated,Penetration,Kolkata,Bokaro (JH),3000.0,1500.0,25.0,
Mukand Ltd,Steel & Metals,Steel Coils,Specialty,Penetration,Mumbai,"Thane (MH), Hospet (KA)",3500.0,2000.0,25.0,
Ramco Cements (Fuel),Energy & Fuel,Coal Fuel,Cement,Penetration,Chennai,Tamil Nadu,3500.0,800.0,25.0,
Flat Glass Industries,Building & Construction,Glass Glazing,Float,Penetration,Delhi,Roorkee (UK),600.0,400.0,24.0,
Piccadily Agro (Indri),FMCG & Consumer,Beverages,IMFL,Penetration,Karnal,"Karnal (HR), Barwala (HR)",700.0,800.0,24.0,
Simhapuri Agro,Agriculture & Food,Animal Feed,Poultry,Penetration,Ongole,"Ongole (AP), Vijayawada",1000.0,1500.0,24.0,
Rasi Seeds,Chemicals & Petrochemicals,Agrochemicals,Seeds,Penetration,Salem,"Attur (TN), Hyderabad (TS)",600.0,1200.0,24.0,
Gerresheimer India,Building & Construction,Glass Glazing,Pharma,Penetration,,"Kosamba (GJ), Pune (MH)",600.0,500.0,24.0,
GSP Crop Science,Chemicals & Petrochemicals,Agrochemicals,Technicals,Penetration,Ahmedabad,"Vapi (GJ), Sarigam (GJ)",700.0,500.0,24.0,
Anupam Rasayan,Chemicals & Petrochemicals,Acids Solvents,Specialty,Penetration,Surat,"Sachin (GJ), Jhagadia",1500.0,800.0,24.0,
Reliance Industries (Scrap),Steel & Metals,Metal Scrap,Industrial,Penetration,Mumbai,"Jamnagar, Dahej",0.0,0.0,24.0,
Vadilal Industries,FMCG & Consumer,Dairy Products,Ice Cream,Penetration,Ahmedabad,"Ahmedabad (GJ), Kolkata, Delhi",2000.0,1000.0,24.0,
Flipkart (MarQ),FMCG & Consumer,Consumer Durables,Private Label,Penetration,Bangalore,Contract manufacturing,1200.0,500.0,24.0,
Willowood Chemicals,Chemicals & Petrochemicals,Agrochemicals,Contract,Penetration,Mumbai,"Vapi (GJ), Dahej (GJ)",700.0,500.0,24.0,
Jagatjit Industries,FMCG & Consumer,Beverages,IMFL,Penetration,Jalandhar,"Hamira (PB), Kapurthala (PB)",600.0,1000.0,24.0,
Urban Ladder,Building & Construction,Furniture Wood,D2C,Penetration,Bangalore,Bangalore,800.0,600.0,24.0,
Shalimar Paints,Chemicals & Petrochemicals,Paints Coatings,Decorative,Expansion,Delhi,"Howrah (WB), Nashik (MH), Sikandrabad (UP)",700.0,1200.0,24.0,
Dudhsagar Dairy,Agriculture & Food,Animal Feed,Cattle,Penetration,Mehsana,Mehsana (GJ),1200.0,800.0,24.0,
Parle Products,FMCG & Consumer,Dairy Products,Buyer,Penetration,Mumbai,Pan-India,10000.0,5000.0,24.0,
Red Bull India,FMCG & Consumer,Beverages,Energy,Penetration,Mumbai,Imported,1200.0,300.0,24.0,
Mold-Tek Packaging,Chemicals & Petrochemicals,Petrochemicals Polymers,Packaging,Penetration,Hyderabad,"Hyderabad (TS), Vizag, Daman",900.0,1200.0,24.0,
Seed Processing Plants,Agriculture & Food,Seeds Planting Material,Processing,Penetration,,"Hyderabad, Bangalore, Jalna",2000.0,3000.0,24.0,
Rama Phosphates,Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Delhi,Indore (MP),1200.0,800.0,24.0,
SGL Carbon India,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Expansion,,Bangalore,1500.0,600.0,23.0,
Kamdhenu Ispat,Steel & Metals,Steel Wire Products,Wire,Penetration,Delhi,"Bhiwadi (RJ), Ludhiana, Haridwar",600.0,800.0,23.0,
Rohit Ferro-Tech,Steel & Metals,Ferro Alloys,Ferro Chrome,Penetration,Kolkata,"Jajpur (OD), Bishnupur (OD)",700.0,900.0,23.0,
Chennai Port,Building & Construction,Stone Aggregates,Export,Penetration,Chennai,Chennai,0.0,0.0,23.0,
DLF (Stone),Building & Construction,Stone Aggregates,Real Estate,Penetration,Gurugram,NCR,0.0,0.0,23.0,
Sagar Soya,FMCG & Consumer,Edible Oils,Soy,Penetration,Dewas,"Dewas (MP), Indore",600.0,400.0,23.0,
Balco (Vedanta),Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Delhi,Korba (CG),0.0,0.0,23.0,
Bedmutha Industries,Steel & Metals,Steel Wire Products,Drawing,Expansion,Nashik,"Nashik (MH), Nagpur (MH)",600.0,800.0,23.0,
Brigade Enterprises,Building & Construction,Furniture Wood,Real Estate,Penetration,Bangalore,South India,0.0,0.0,23.0,
Maruti (Scrap Buyer),Steel & Metals,Metal Scrap,Auto,Penetration,Gurugram,"Gurgaon, Manesar",0.0,0.0,23.0,
Birla White,Building & Construction,Gypsum Plaster,Plaster,Expansion,Kolkata,"Kharia Khangar (RJ), Porbandar (GJ)",800.0,500.0,23.0,
Ramdev Food Products,FMCG & Consumer,Edible Oils,Regional,Penetration,Ahmedabad,"Ahmedabad (GJ), Unjha",600.0,800.0,23.0,
L&T (Buyer),Building & Construction,Gypsum Plaster,EPC,Penetration,Mumbai,Pan-India projects,0.0,0.0,23.0,
Society Tea,Agriculture & Food,Tea Plantation,Tea,Expansion,Mumbai,"Mumbai, Maharashtra",600.0,800.0,23.0,
Ducab India,Auto & Engineering,Wires Cables,Industrial,Penetration,UAE,Mumbai,600.0,250.0,23.0,
Saint-Gobain Grains,Mining & Minerals,Industrial Minerals,Abrasives,Penetration,Chennai,"Bangalore, Chennai",600.0,500.0,23.0,
Syska (Cables),Auto & Engineering,Wires Cables,Building,Penetration,Mumbai,"Nashik, Silvassa",600.0,500.0,23.0,
Petronas Lubricants,Energy & Fuel,Lubricants,Auto,Penetration,Malaysia,Silvassa,600.0,250.0,23.0,
Raj Petro Specialties,Energy & Fuel,Lubricants,Specialty,Penetration,Bangalore,"Silvassa, Bangalore",600.0,400.0,23.0,
Adani Power (FGD),Building & Construction,Gypsum Plaster,Byproduct,Penetration,Ahmedabad,"Mundra, Tirora",150.0,70.0,23.0,
Tat Coffee (SL),Agriculture & Food,Tea Plantation,Coffee,Penetration,Sri Lanka,"Sri Lanka, India",600.0,800.0,23.0,
Nynas India,Energy & Fuel,Lubricants,Base Oils,Penetration,,Chennai,600.0,100.0,23.0,
Gujarat Mineral Development,Mining & Minerals,Industrial Minerals,Multi,Expansion,Gandhinagar,"Kutch, Porbandar, Surendranagar",600.0,1200.0,23.0,
NALCO (Scrap),Steel & Metals,Metal Scrap,Buyer,Penetration,Bhubaneswar,Angul (OD),800.0,300.0,23.0,
Plant Lipids,Agriculture & Food,Tea Plantation,Spices,Penetration,Cochin,Kolenchery (KL),600.0,500.0,23.0,
Apeejay Tea,Agriculture & Food,Tea Plantation,Tea,Penetration,Kolkata,"Assam, Darjeeling",600.0,12000.0,23.0,
Organic India,Agriculture & Food,Tea Plantation,Tea/Herbs,Penetration,Lucknow,"Lucknow (UP), Coimbatore",600.0,800.0,23.0,
Packaging Converters,Chemicals & Petrochemicals,Adhesives Sealants,Packaging,Penetration,,Pan-India,1500.0,5000.0,23.0,
Thirumalai Chemicals,Chemicals & Petrochemicals,Acids Solvents,Acids,Penetration,Chennai,"Ranipet (TN), Dahej (GJ)",1200.0,700.0,23.0,
Orion Engineered Carbons,Chemicals & Petrochemicals,Graphite Carbon,Carbon Black,Penetration,,Mundra (GJ),1500.0,400.0,23.0,
Samarth Oils,FMCG & Consumer,Edible Oils,Specialty,Penetration,Ahmedabad,"Ahmedabad (GJ), Mumbai",600.0,400.0,23.0,
Gustav Wolf (India),Steel & Metals,Steel Wire Products,Wire Rope,Penetration,,Nashik (MH),600.0,350.0,23.0,
Tata Projects,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,Mumbai,Pan-India,0.0,0.0,23.0,
Dalmia Steel,Steel & Metals,Steel Structural,Integrated,Penetration,Kolkata,Rajgangpur (OD),2500.0,1000.0,23.0,
Tata Metaliks,Steel & Metals,Steel Coils,Specialty,Penetration,Kolkata,Kharagpur (WB),3500.0,1500.0,23.0,
Facor Alloys,Steel & Metals,Ferro Alloys,Ferro Chrome,Expansion,Bhubaneswar,"Randia (OD), Shreeramnagar (OD)",700.0,1000.0,23.0,
Topworth Steel,Steel & Metals,Steel Structural,Secondary,Penetration,Nagpur,"Nagpur (MH), Chandrapur (MH)",2500.0,1000.0,23.0,
Vedanta (Pig Iron),Steel & Metals,Sponge Pig Iron,Pig Iron,Penetration,Delhi,Jharsuguda (OD),800.0,500.0,23.0,
Transport Corporation,General,General Cargo,Multi,Penetration,Hyderabad,Pan-India,500.0,800.0,23.0,
Adhunik Metaliks,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Kolkata,Rourkela (OD),700.0,600.0,23.0,
Shyam Ferro Alloys,Steel & Metals,Ferro Alloys,Silico Mn,Expansion,Kolkata,"Sambalpur (OD), Jharsuguda",600.0,800.0,23.0,
Electrosteel (Sponge),Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Kolkata,Siyaljori (JH),800.0,700.0,23.0,
Savita Oil,Energy & Fuel,Lubricants,Industrial,Expansion,Mumbai,"Mumbai, Silvassa",600.0,500.0,23.0,
Kirloskar Ferrous,Steel & Metals,Sponge Pig Iron,Pig Iron,Penetration,Pune,Koppal (KA),800.0,700.0,23.0,
Sunflag Iron & Steel,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Nagpur,Bhandara (MH),800.0,600.0,23.0,
