target_account,matched_customer,status
NPCIL,Nycil,FLAGGED - EXISTING CUSTOMER
V V Mineral,Inera,FLAGGED - EXISTING CUSTOMER
Ducab India,Ducab,FLAGGED - EXISTING CUSTOMER
GNFC,Nfcl,FLAGGED - EXISTING CUSTOMER
Ultraviolette,Avio,FLAGGED - EXISTING CUSTOMER
Nahar Spinning,P,FLAGGED - EXISTING CUSTOMER
CG State Mineral Dev,Inera,FLAGGED - EXISTING CUSTOMER
MP State Mining Corp,Ate India,FLAGGED - EXISTING CUSTOMER
AM/NS India (Longs),Linclimited,FLAGGED - EXISTING CUSTOMER
Welspun Steel,P,FLAGGED - EXISTING CUSTOMER
Caterpillar India,Ate India,FLAGGED - EXISTING CUSTOMER
Supreme Petrochem,P,FLAGGED - EXISTING CUSTOMER
Johnson & Johnson,Johnson Controls Inc,FLAGGED - EXISTING CUSTOMER
Tata Power (Coal),TATA POWER SOLAR SYSTEMS LIMITED - BANGALORE,FLAGGED - EXISTING CUSTOMER
Tata Steel (Coal),Tata Steel Long Products Ltd,FLAGGED - EXISTING CUSTOMER
Sany India,Sany Heavy Industry India Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Tirumala Milk,Linclimited,FLAGGED - EXISTING CUSTOMER
Givaudan India,Givaudan,FLAGGED - EXISTING CUSTOMER
Sangam India,Sangam India Ltd,FLAGGED - EXISTING CUSTOMER
SAIL (Captive Mines),P,FLAGGED - EXISTING CUSTOMER
JSW Steel (Wire Rod),Linclimited,FLAGGED - EXISTING CUSTOMER
Action Construction Equipment (ACE),Action Construction Materials Equipment Ltd,FLAGGED - EXISTING CUSTOMER
Jubilant Pharmova,P,FLAGGED - EXISTING CUSTOMER
Abbott India,ABB India Limited,FLAGGED - EXISTING CUSTOMER
ACC/Ambuja (Captive),P,FLAGGED - EXISTING CUSTOMER
SAIL (Scrap),P,FLAGGED - EXISTING CUSTOMER
IKEA India,Nike,FLAGGED - EXISTING CUSTOMER
Pennar Industries (Tubes),Pennar Industries Limited,FLAGGED - EXISTING CUSTOMER
Renault-Nissan,Linclimited,FLAGGED - EXISTING CUSTOMER
NALCO (Mining),Linclimited,FLAGGED - EXISTING CUSTOMER
Transpek Industry,P,FLAGGED - EXISTING CUSTOMER
Lomon Billions,Linclimited,FLAGGED - EXISTING CUSTOMER
Tiki Tar Industries,Tikitar Industries Pvt. Ltd.,FLAGGED - EXISTING CUSTOMER
Beml Ltd,Linclimited,FLAGGED - EXISTING CUSTOMER
Lapp India,Dindigul Thalappakatti Restaurant,FLAGGED - EXISTING CUSTOMER
Krishi Rasayan,KRISHI RASAYAN EXPORTS PVT LTD.,FLAGGED - EXISTING CUSTOMER
Gati Ltd,Jain Irrigation Systems Ltd,FLAGGED - EXISTING CUSTOMER
VRL Logistics,Vishnu Logistics,FLAGGED - EXISTING CUSTOMER
TVS Supply Chain,DNA Supply Chain Solutions,FLAGGED - EXISTING CUSTOMER
Allcargo Logistics,ZUFALL logistics,FLAGGED - EXISTING CUSTOMER
Same Deutz-Fahr,DE,FLAGGED - EXISTING CUSTOMER
Shree Steel Wire Ropes,Bharat Wire Ropes,FLAGGED - EXISTING CUSTOMER
JTL Industries,Linclimited,FLAGGED - EXISTING CUSTOMER
Hindalco Recycling,HINDALCO INDUSTRIES LTD,FLAGGED - EXISTING CUSTOMER
Man Industries,Chemmanur International Jewellers,FLAGGED - EXISTING CUSTOMER
JBF Industries,JBF PETROChemical & Pharma LIMITED,FLAGGED - EXISTING CUSTOMER
Gallantt Metal,Linclimited,FLAGGED - EXISTING CUSTOMER
Lux Industries,Hilux Autoelectric Pvt,FLAGGED - EXISTING CUSTOMER
KIOCL Ltd,OCL INDIA LIMITED,FLAGGED - EXISTING CUSTOMER
Orient Craft,Orient Cargo,FLAGGED - EXISTING CUSTOMER
RSWM (LNJ Bhilwara),HIL LIMITED,FLAGGED - EXISTING CUSTOMER
Himatsingka Seide,ATS,FLAGGED - EXISTING CUSTOMER
Adani-Valor (Indorama),Linclimited,FLAGGED - EXISTING CUSTOMER
Belden India,Belden Inc.,FLAGGED - EXISTING CUSTOMER
SAIL (Captive),P,FLAGGED - EXISTING CUSTOMER
Kamdhenu Ispat,P,FLAGGED - EXISTING CUSTOMER
Bedmutha Industries,Bedmutha Industries Limited,FLAGGED - EXISTING CUSTOMER
Monnet Ispat,P,FLAGGED - EXISTING CUSTOMER
SGL Carbon India,SGL Carbon,FLAGGED - EXISTING CUSTOMER
GHCL (Home Textiles),Linclimited,FLAGGED - EXISTING CUSTOMER
Madras Aluminium (MALCO),Linclimited,FLAGGED - EXISTING CUSTOMER
KNR Constructions,URC Construction,FLAGGED - EXISTING CUSTOMER
Shakti Bhog,Shakti Bhog,FLAGGED - EXISTING CUSTOMER
JSW Ispat Special,P,FLAGGED - EXISTING CUSTOMER
Ashirvad Pipes (Aliaxis),ASHIRVAD PIPES PVT LTD-,FLAGGED - EXISTING CUSTOMER
BRPL (Bhushan),P,FLAGGED - EXISTING CUSTOMER
MMRCL,Linclimited,FLAGGED - EXISTING CUSTOMER
Facor Alloys,EWAC Alloys Limited,FLAGGED - EXISTING CUSTOMER
IOL Chemicals,GBL CHEMICAL LIMITED,FLAGGED - EXISTING CUSTOMER
Zuari Agro Chemicals,Tagros chemicals india,FLAGGED - EXISTING CUSTOMER
NALCO (Captive),P,FLAGGED - EXISTING CUSTOMER
Packaging Converters,P,FLAGGED - EXISTING CUSTOMER
Rossari Biotech,ECH,FLAGGED - EXISTING CUSTOMER
Siyaram Silk,Linclimited,FLAGGED - EXISTING CUSTOMER
Modern Coach Factory,Modern Industries Ltd.,FLAGGED - EXISTING CUSTOMER
Gits Food Products,Rakesh Eatables & General Food Products,FLAGGED - EXISTING CUSTOMER
Bharat Biotech,Bharat FIH,FLAGGED - EXISTING CUSTOMER
Vadilal Industries,Linclimited,FLAGGED - EXISTING CUSTOMER
Pengg Industries,P,FLAGGED - EXISTING CUSTOMER
Rungta Steel,Rungta Tea,FLAGGED - EXISTING CUSTOMER
Ineos Styrolution,Nexeo Solutions,FLAGGED - EXISTING CUSTOMER
Orissa Sponge Iron,Sambhv Sponge Iron Power Pvt,FLAGGED - EXISTING CUSTOMER
Sadbhav Engineering,Khosla Engineering - India,FLAGGED - EXISTING CUSTOMER
SABIC India,ABC India Limited,FLAGGED - EXISTING CUSTOMER
Linde Engineering,Shivalik Engineering Industries,FLAGGED - EXISTING CUSTOMER
Ambika Cotton,Ramraj Cotton,FLAGGED - EXISTING CUSTOMER
Dilip Buildcon,P,FLAGGED - EXISTING CUSTOMER
SPIC,Paras Spices,FLAGGED - EXISTING CUSTOMER
Wabtec India,Wabtec Corporation,FLAGGED - EXISTING CUSTOMER
Preethi (Elgi),P,FLAGGED - EXISTING CUSTOMER
Symrise India,Symrise AG,FLAGGED - EXISTING CUSTOMER
XpressBees,XP India,FLAGGED - EXISTING CUSTOMER
SP Apparels,C2S Apparels,FLAGGED - EXISTING CUSTOMER
Prysmian India,P,FLAGGED - EXISTING CUSTOMER
Kiri Industries,Lonsen Kiri Chemical Industries Ltd ( Lonsen Group ),FLAGGED - EXISTING CUSTOMER
Madras Fertilizers,Linclimited,FLAGGED - EXISTING CUSTOMER
Camlin Fine Sciences,Ami Lifesciences Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Diesel Locomotive Works,Linclimited,FLAGGED - EXISTING CUSTOMER
Liebherr India,LIEBHERR INDIA PRIVATE LIMITED - NAVI MUMBAI,FLAGGED - EXISTING CUSTOMER
BPL Medical,P,FLAGGED - EXISTING CUSTOMER
Cargill India (Foods),Linclimited,FLAGGED - EXISTING CUSTOMER
BigBasket (Tata),T.T. LIMITED,FLAGGED - EXISTING CUSTOMER
GlaxoSmithKline (Foods),Linclimited,FLAGGED - EXISTING CUSTOMER
Granules India,Linclimited,FLAGGED - EXISTING CUSTOMER
Continental India,Continental Carriers of India,FLAGGED - EXISTING CUSTOMER
KRBL,krblindia.com,FLAGGED - EXISTING CUSTOMER
Okinawa Autotech,ECH,FLAGGED - EXISTING CUSTOMER
Wolkem India,Wolkem India Limited,FLAGGED - EXISTING CUSTOMER
Tata Steel (Pig),P,FLAGGED - EXISTING CUSTOMER
Matix Fertilisers,National Fertilizers Limited,FLAGGED - EXISTING CUSTOMER
Mangalore Chemicals,Godrej Industries Limited (Chemicals),FLAGGED - EXISTING CUSTOMER
Indorama (Petrochem),panama petrochem,FLAGGED - EXISTING CUSTOMER
Rice Millers (Bran),Ricela Rice Bran Oil,FLAGGED - EXISTING CUSTOMER
Electrolux India,Lux Industries Ltd,FLAGGED - EXISTING CUSTOMER
Integral Coach Factory,Linclimited,FLAGGED - EXISTING CUSTOMER
JSW Steel (Sponge),P,FLAGGED - EXISTING CUSTOMER
GSECL,Linclimited,FLAGGED - EXISTING CUSTOMER
Paragon Polymer,P,FLAGGED - EXISTING CUSTOMER
Hitachi Energy,Hitachi Energy,FLAGGED - EXISTING CUSTOMER
Universal Cables,Universal Cables Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Steel Mart (SSC),GHAZIABAD IRON AND STEEL MART,FLAGGED - EXISTING CUSTOMER
Mahanadi Coalfields,Mahanadi Coalfields Limited,FLAGGED - EXISTING CUSTOMER
Mahindra Ugine (SMP),P,FLAGGED - EXISTING CUSTOMER
MSTC Ltd,MMTC Limited,FLAGGED - EXISTING CUSTOMER
IOCL (Chemicals),GBL CHEMICAL LIMITED,FLAGGED - EXISTING CUSTOMER
AM/NS (Sponge),P,FLAGGED - EXISTING CUSTOMER
KS Oils,R. S. FOILS PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Safexpress,Avr express Pvt ltd,FLAGGED - EXISTING CUSTOMER
Bharat Wire Ropes,Bharat Wire Ropes,FLAGGED - EXISTING CUSTOMER
McCain India,McCain Foods India - End to End TMS,FLAGGED - EXISTING CUSTOMER
Auto Dismantlers (Chennai),Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
GSK Pharma India,Synokem Pharma,FLAGGED - EXISTING CUSTOMER
Prabhat Dairy,Prabhat Dairy,FLAGGED - EXISTING CUSTOMER
JSPL (Scrap),P,FLAGGED - EXISTING CUSTOMER
Butterfly Gandhimathi,Linclimited,FLAGGED - EXISTING CUSTOMER
Southern Petrochemical,P,FLAGGED - EXISTING CUSTOMER
Lotte Chemical (ex-LG),Linclimited,FLAGGED - EXISTING CUSTOMER
Hindustan Syringes,Hindustan Syringes & Medical Devices,FLAGGED - EXISTING CUSTOMER
L&T (Roads),L&T Technology Services,FLAGGED - EXISTING CUSTOMER
Catch (DS Group),P,FLAGGED - EXISTING CUSTOMER
Maithan Steel,Avtar Steel,FLAGGED - EXISTING CUSTOMER
Fertilisers & Chem Travancore,Linclimited,FLAGGED - EXISTING CUSTOMER
Swiggy (Instamart),Swiggy,FLAGGED - EXISTING CUSTOMER
Ghaziabad Re-rollers,Linclimited,FLAGGED - EXISTING CUSTOMER
BMRCL,Linclimited,FLAGGED - EXISTING CUSTOMER
Rail Coach Factory,Linclimited,FLAGGED - EXISTING CUSTOMER
Foundry Cluster (Coimbatore),Linclimited,FLAGGED - EXISTING CUSTOMER
Rasi Seeds,Rashi Steel Pvt. Ltd.,FLAGGED - EXISTING CUSTOMER
Mandhana Industries,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Hindalco (Conductors),HINDALCO INDUSTRIES LTD,FLAGGED - EXISTING CUSTOMER
Electrosteel (TMT),Electrosteel Castings Ltd,FLAGGED - EXISTING CUSTOMER
Blinkit (Zomato),Zomato Ltd.,FLAGGED - EXISTING CUSTOMER
Electrosteel Steels,Electrosteel Castings Ltd,FLAGGED - EXISTING CUSTOMER
Prakash Industries,PAFEX Prakash Air Freight India Pvt,FLAGGED - EXISTING CUSTOMER
CEVA Logistics,R V Logistics,FLAGGED - EXISTING CUSTOMER
Foundry Cluster (Rajkot),Linclimited,FLAGGED - EXISTING CUSTOMER
EMCO Transformers,Voltamp Transformers Limited,FLAGGED - EXISTING CUSTOMER
Venky's India,Venky's (India) Limited,FLAGGED - EXISTING CUSTOMER
Milma (Kerala),Linclimited,FLAGGED - EXISTING CUSTOMER
Sical Logistics,Shanker Logistics Private Limited,FLAGGED - EXISTING CUSTOMER
HomeLane,Linclimited,FLAGGED - EXISTING CUSTOMER
Goldi Solar,Linclimited,FLAGGED - EXISTING CUSTOMER
Avaada Energy,Nayara Energy,FLAGGED - EXISTING CUSTOMER
Jindal SAW (O&G),Jindal SAW,FLAGGED - EXISTING CUSTOMER
Patel Integrated,Ate India,FLAGGED - EXISTING CUSTOMER
DB Schenker,DB Corp Ltd,FLAGGED - EXISTING CUSTOMER
DTDC Express,XP India,FLAGGED - EXISTING CUSTOMER
Manganese Ore India,MOIL Ltd(Manganese Ore India Ltd),FLAGGED - EXISTING CUSTOMER
Ecom Express,XP India,FLAGGED - EXISTING CUSTOMER
Komatsu India Pvt Ltd,Komatsu Mining,FLAGGED - EXISTING CUSTOMER
Shree Maruti Courier,REE,FLAGGED - EXISTING CUSTOMER
USG Boral,Linclimited,FLAGGED - EXISTING CUSTOMER
Rungta Mines/Steel,Rungta Steel - Shipment Tracking,FLAGGED - EXISTING CUSTOMER
Rivigo,Rivigo,FLAGGED - EXISTING CUSTOMER
Blue Dart (DHL),DHL,FLAGGED - EXISTING CUSTOMER
Bhushan Power,BMWIL (Bhushan Power & Steel Limited),FLAGGED - EXISTING CUSTOMER
Hindalco,HINDALCO INDUSTRIES LTD,FLAGGED - EXISTING CUSTOMER
Kuehne+Nagel,Kuehne+Nagel,FLAGGED - EXISTING CUSTOMER
Fertilizer Companies,P,FLAGGED - EXISTING CUSTOMER
Agility Logistics,Legerity Logistics Pvt,FLAGGED - EXISTING CUSTOMER
Action Footwear,Asian Footwears,FLAGGED - EXISTING CUSTOMER
JSW (Captive),P,FLAGGED - EXISTING CUSTOMER
Rajdhani (Chana Dal),Linclimited,FLAGGED - EXISTING CUSTOMER
Dr Reddys Laboratories,Divi's Laboratories Limited,FLAGGED - EXISTING CUSTOMER
KSB India,KSB LIMITED - PUNE,FLAGGED - EXISTING CUSTOMER
Ingersoll Rand India,Linclimited,FLAGGED - EXISTING CUSTOMER
Siemens Gamesa India,MES,FLAGGED - EXISTING CUSTOMER
LM Wind Power (GE),P,FLAGGED - EXISTING CUSTOMER
Magicrete Building,Magicrete Building Solutions Pvt Ltd.,FLAGGED - EXISTING CUSTOMER
Kwality Feeds,Kwality,FLAGGED - EXISTING CUSTOMER
Greenko,REE,FLAGGED - EXISTING CUSTOMER
IG International,Believe International,FLAGGED - EXISTING CUSTOMER
Tata Steel (Ferro),Tata Steel Long Products Ltd,FLAGGED - EXISTING CUSTOMER
McDonald's (Buyer),McDonald's Corporation,FLAGGED - EXISTING CUSTOMER
OMC (Odisha Mining),Odisha Mining Corporation Limited,FLAGGED - EXISTING CUSTOMER
HPCL (Chemicals),GBL CHEMICAL LIMITED,FLAGGED - EXISTING CUSTOMER
Grasim (Chlor-Alkali),LORDS CHLORO ALKALI,FLAGGED - EXISTING CUSTOMER
RINL (Coal),Linclimited,FLAGGED - EXISTING CUSTOMER
Balco (Vedanta),Vedanta,FLAGGED - EXISTING CUSTOMER
Agarwal Packers,P,FLAGGED - EXISTING CUSTOMER
RINL (Semis),Linclimited,FLAGGED - EXISTING CUSTOMER
Faurecia India,Faurecia,FLAGGED - EXISTING CUSTOMER
Cream Bell,Linclimited,FLAGGED - EXISTING CUSTOMER
SKF India,SKF India,FLAGGED - EXISTING CUSTOMER
Okaya Power,Oriana Power,FLAGGED - EXISTING CUSTOMER
Timken India,The Timken Company,FLAGGED - EXISTING CUSTOMER
Greaves Cotton,Greaves Cotton Limited,FLAGGED - EXISTING CUSTOMER
NRB Bearings,ABC Bearings,FLAGGED - EXISTING CUSTOMER
UFLEX (Packaging),P,FLAGGED - EXISTING CUSTOMER
Shyam Ferro Alloys,Shri mahavir ferro alloys,FLAGGED - EXISTING CUSTOMER
Tata Steel BSL,Tata Steel Long Products Ltd,FLAGGED - EXISTING CUSTOMER
Godrej Consumer (Oils),Godrej,FLAGGED - EXISTING CUSTOMER
Kamdhenu Paints,P,FLAGGED - EXISTING CUSTOMER
Kals Beverages,Gulf Beverages,FLAGGED - EXISTING CUSTOMER
Chambal Fertilisers (IPL),Chambal Fertilisers and Chemicals Ltd. (CFCL),FLAGGED - EXISTING CUSTOMER
Chettinad Silica,"TTI,",FLAGGED - EXISTING CUSTOMER
Walmart India (Wholesale),Linclimited,FLAGGED - EXISTING CUSTOMER
Imerys India,Imerys,FLAGGED - EXISTING CUSTOMER
Moglix,Moglix,FLAGGED - EXISTING CUSTOMER
Electrotherm India,Linclimited,FLAGGED - EXISTING CUSTOMER
V-Mart,V-Mart Retail,FLAGGED - EXISTING CUSTOMER
Rane Group,Proma Group,FLAGGED - EXISTING CUSTOMER
ZF India,ZF Group,FLAGGED - EXISTING CUSTOMER
Flowserve India,Linclimited,FLAGGED - EXISTING CUSTOMER
L&T Infrastructure,L&T Technology Services,FLAGGED - EXISTING CUSTOMER
FM Logistic,R V Logistics,FLAGGED - EXISTING CUSTOMER
Snowman Logistics,Shanker Logistics Private Limited,FLAGGED - EXISTING CUSTOMER
Visa Steel,Shyam Steel Industries Ltd,FLAGGED - EXISTING CUSTOMER
Aisin India,Raisin,FLAGGED - EXISTING CUSTOMER
Gokul (Maharashtra),Linclimited,FLAGGED - EXISTING CUSTOMER
Steel Authority (Alloy),Steel Authority of India Limited,FLAGGED - EXISTING CUSTOMER
Godawari Power (TMT),Godawari Power & Ispat,FLAGGED - EXISTING CUSTOMER
Lal PathLabs (Hariom),P,FLAGGED - EXISTING CUSTOMER
Precot Meridian,PRECOT,FLAGGED - EXISTING CUSTOMER
Tata Power Solar,TATA POWER SOLAR SYSTEMS LIMITED - BANGALORE,FLAGGED - EXISTING CUSTOMER
NTPC (Solar/Renewable),P,FLAGGED - EXISTING CUSTOMER
Balkrishna Industries,BALKRISHNA INDUSTRIES,FLAGGED - EXISTING CUSTOMER
Siemens Mobility,Linclimited,FLAGGED - EXISTING CUSTOMER
BCL Industries,BFCL,FLAGGED - EXISTING CUSTOMER
Auto Dismantlers (Delhi),Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Auto OEM Suppliers,P,FLAGGED - EXISTING CUSTOMER
Bombay Dyeing (Fibres),Bombay Dyeing,FLAGGED - EXISTING CUSTOMER
Adani Logistics,Shanker Logistics Private Limited,FLAGGED - EXISTING CUSTOMER
Raymond Synthetics,Raymond,FLAGGED - EXISTING CUSTOMER
ISMT Ltd,ISMT Limited,FLAGGED - EXISTING CUSTOMER
Coromandel (Acids),Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
KRCL (Konkan),Linclimited,FLAGGED - EXISTING CUSTOMER
Reliance (PVC Resin),P,FLAGGED - EXISTING CUSTOMER
Vikram Ship Breaking,P,FLAGGED - EXISTING CUSTOMER
South Eastern Coalfields,Linclimited,FLAGGED - EXISTING CUSTOMER
KTM/Husqvarna (Bajaj),KTM,FLAGGED - EXISTING CUSTOMER
Godrej Tyson,Godrej,FLAGGED - EXISTING CUSTOMER
Spar India,NGK Spark Plugs,FLAGGED - EXISTING CUSTOMER
Neuland Labs,Neuland Laboratories Limited,FLAGGED - EXISTING CUSTOMER
Dunlop India,P,FLAGGED - EXISTING CUSTOMER
Eco Recycling (Ecoreco),Linclimited,FLAGGED - EXISTING CUSTOMER
Bhavnagar Re-rollers,Linclimited,FLAGGED - EXISTING CUSTOMER
Ester Industries,Western India Cashew,FLAGGED - EXISTING CUSTOMER
Fomento Resources,Fomento,FLAGGED - EXISTING CUSTOMER
Domino's (Jubilant),Domino's Pizza,FLAGGED - EXISTING CUSTOMER
Soybean Processors Assn,P,FLAGGED - EXISTING CUSTOMER
JSW Paints,P,FLAGGED - EXISTING CUSTOMER
Dynamic Cables,Linclimited,FLAGGED - EXISTING CUSTOMER
Nippon Gases (JV),P,FLAGGED - EXISTING CUSTOMER
Country Delight,Country Delight,FLAGGED - EXISTING CUSTOMER
Medha Servo Drives,medha,FLAGGED - EXISTING CUSTOMER
Laxmi Organic,Laxmi Organic Industries Ltd,FLAGGED - EXISTING CUSTOMER
Stovekraft (Pigeon),P,FLAGGED - EXISTING CUSTOMER
Rathi Steel,Rashi Steel Pvt. Ltd.,FLAGGED - EXISTING CUSTOMER
Kaveri Seed,KAVERISEEDS,FLAGGED - EXISTING CUSTOMER
Import Terminals,Sikka Ports & Terminals Limited,FLAGGED - EXISTING CUSTOMER
VST Tillers,VST Industries Ltd,FLAGGED - EXISTING CUSTOMER
Donear Industries,Donears,FLAGGED - EXISTING CUSTOMER
Chaman Lal Setia,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Elecon Engineering,Triveni Engineering & Industries Limited,FLAGGED - EXISTING CUSTOMER
Metro Cash & Carry,METRO Cash & Carry India Pvt. Ltd.,FLAGGED - EXISTING CUSTOMER
Jindal Steel (Rails),Jindal Steel,FLAGGED - EXISTING CUSTOMER
Foundry Cluster (Kolhapur),P,FLAGGED - EXISTING CUSTOMER
Panacea Biotec,CEA,FLAGGED - EXISTING CUSTOMER
Excel Crop Care,Excel Industries Ltd.,FLAGGED - EXISTING CUSTOMER
Syngene International,Believe International,FLAGGED - EXISTING CUSTOMER
JK Tyre,JK Tyre & Industries Ltd,FLAGGED - EXISTING CUSTOMER
Adani Wilmar (Foods),Linclimited,FLAGGED - EXISTING CUSTOMER
Hitachi India,Hitachi Energy,FLAGGED - EXISTING CUSTOMER
Alom Industries,Linclimited,FLAGGED - EXISTING CUSTOMER
Paper Boat (Hector Beverages),Hector Beverages,FLAGGED - EXISTING CUSTOMER
Neogen Chemicals,Neogen Chemicals Limited,FLAGGED - EXISTING CUSTOMER
Morgan Advanced India,DVA,FLAGGED - EXISTING CUSTOMER
Kandui Industries,By Kandui,FLAGGED - EXISTING CUSTOMER
Srikalahasthi Pipes,P,FLAGGED - EXISTING CUSTOMER
Sula Vineyards,Sula Vineyards Pvt Ltd,FLAGGED - EXISTING CUSTOMER
IFB Agro,IB Group,FLAGGED - EXISTING CUSTOMER
GRM Overseas,GRM Overseas Limited,FLAGGED - EXISTING CUSTOMER
Attero Recycling,Linclimited,FLAGGED - EXISTING CUSTOMER
Nuberg Engineering,Hunter Engineering,FLAGGED - EXISTING CUSTOMER
Oriental Aromatics,Linclimited,FLAGGED - EXISTING CUSTOMER
Biostadt India,Biostadt India Limited,FLAGGED - EXISTING CUSTOMER
Rama Steel Tubes,RAMA STEEL TUBES LTD - GHAZIABAD,FLAGGED - EXISTING CUSTOMER
Sicgil India,Linclimited,FLAGGED - EXISTING CUSTOMER
SKF India (Seals),Linclimited,FLAGGED - EXISTING CUSTOMER
Mahindra Sanyo Special,Mahindra Sanyo Special Steel Pvt,FLAGGED - EXISTING CUSTOMER
Apollo Pipes,APOLLO PIPES LIMITED - TUMAKURU,FLAGGED - EXISTING CUSTOMER
Essar Steel (Sponge),P,FLAGGED - EXISTING CUSTOMER
Privi Speciality,P,FLAGGED - EXISTING CUSTOMER
Siemens Home,Siemens Ltd.,FLAGGED - EXISTING CUSTOMER
N.K. Proteins,P,FLAGGED - EXISTING CUSTOMER
Ramagundam Fertilizers,Ramagundam Fertilizers And Chemical & Pharma Ltd,FLAGGED - EXISTING CUSTOMER
Lloyds Line Pipes,P,FLAGGED - EXISTING CUSTOMER
HD Hyundai CE India,Hyundai,FLAGGED - EXISTING CUSTOMER
Uno Minda,UNO MINDA - ETE TMS & EXIM,FLAGGED - EXISTING CUSTOMER
Bejo Sheetal,Linclimited,FLAGGED - EXISTING CUSTOMER
Dalmia Recycling,Linclimited,FLAGGED - EXISTING CUSTOMER
SKM Animal Feeds,Linclimited,FLAGGED - EXISTING CUSTOMER
Asian Gases,ASI Industries Ltd.,FLAGGED - EXISTING CUSTOMER
Bharat Forge (Rail),Linclimited,FLAGGED - EXISTING CUSTOMER
Synthomer India,Synthomer plc,FLAGGED - EXISTING CUSTOMER
Scania India,Scania,FLAGGED - EXISTING CUSTOMER
Suryoday Steel,Surya Steel India,FLAGGED - EXISTING CUSTOMER
Preet Tractors,T.T. LIMITED,FLAGGED - EXISTING CUSTOMER
AYM Syntex,AYM Syntex Limited,FLAGGED - EXISTING CUSTOMER
Myntra (Flipkart),P,FLAGGED - EXISTING CUSTOMER
Eicher Tractors (TMTL),Linclimited,FLAGGED - EXISTING CUSTOMER
Nova Steel,Purva Steel Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Tata Power,TATA POWER SOLAR SYSTEMS LIMITED - BANGALORE,FLAGGED - EXISTING CUSTOMER
Esdee Paints,P,FLAGGED - EXISTING CUSTOMER
Audi India,LYNX Audio Labs,FLAGGED - EXISTING CUSTOMER
Kwality Ltd,Kwality,FLAGGED - EXISTING CUSTOMER
Ampere (Greaves),P,FLAGGED - EXISTING CUSTOMER
Sibelco India,STELCO LIMITED,FLAGGED - EXISTING CUSTOMER
Jotun India,jotun,FLAGGED - EXISTING CUSTOMER
Trelleborg India,Linclimited,FLAGGED - EXISTING CUSTOMER
Sun Chemical,GBL CHEMICAL LIMITED,FLAGGED - EXISTING CUSTOMER
CICO Technologies,Mtar technologies,FLAGGED - EXISTING CUSTOMER
Pennar Aluminium,Pennar Industries Limited,FLAGGED - EXISTING CUSTOMER
Precision Wires India,PRECISION WIRES INDIA LIMITED,FLAGGED - EXISTING CUSTOMER
Piccadily Agro (Indri),P,FLAGGED - EXISTING CUSTOMER
UltraTech (Pet Coke),Ate India,FLAGGED - EXISTING CUSTOMER
HPCL (Bitumen),P,FLAGGED - EXISTING CUSTOMER
Kriti Industries,KRITIKA WIRES LIMITED,FLAGGED - EXISTING CUSTOMER
Shree Renuka Sugars (Oils),Linclimited,FLAGGED - EXISTING CUSTOMER
Bayer CropScience (Seeds),P,FLAGGED - EXISTING CUSTOMER
Cargill India (Feed),Linclimited,FLAGGED - EXISTING CUSTOMER
Everest Industries,Everest Industries Limited,FLAGGED - EXISTING CUSTOMER
Jindal Steel (Wire),Jindal Steel,FLAGGED - EXISTING CUSTOMER
Syngenta India (Seeds),Syngenta India Ltd,FLAGGED - EXISTING CUSTOMER
Vedanta (Scrap),Vedanta,FLAGGED - EXISTING CUSTOMER
Balkrishna (BKT),BALKRISHNA INDUSTRIES,FLAGGED - EXISTING CUSTOMER
Air Liquide Engg,air,FLAGGED - EXISTING CUSTOMER
Bosch India,BSH,FLAGGED - EXISTING CUSTOMER
Sleepwell (Sheela),P,FLAGGED - EXISTING CUSTOMER
Shriram Pistons (Shriram Fert),P,FLAGGED - EXISTING CUSTOMER
Pushpak Steel,Shyam Steel Industries Ltd,FLAGGED - EXISTING CUSTOMER
Gupta Power,P,FLAGGED - EXISTING CUSTOMER
Terex India,Texbrex,FLAGGED - EXISTING CUSTOMER
Nilkamal,Nilkamal Ltd,FLAGGED - EXISTING CUSTOMER
Saint-Gobain Gyproc,Saint-Gobain,FLAGGED - EXISTING CUSTOMER
Godrej Interio,Godrej,FLAGGED - EXISTING CUSTOMER
SMS Group India,SKH Group,FLAGGED - EXISTING CUSTOMER
Nexans India,Nexans,FLAGGED - EXISTING CUSTOMER
Bharat Forge,Bharat Gears,FLAGGED - EXISTING CUSTOMER
ACC/Ambuja (Fuel),Linclimited,FLAGGED - EXISTING CUSTOMER
Hindustan National Glass,HINDUSTAN NATIONAL GLASS & INDUSTRIES,FLAGGED - EXISTING CUSTOMER
Indorama Fertilizers,National Fertilizers Limited,FLAGGED - EXISTING CUSTOMER
MRF Tyres,MRL Tyres,FLAGGED - EXISTING CUSTOMER
HPCL (Lubes),P,FLAGGED - EXISTING CUSTOMER
CEAT Tyres,CEA,FLAGGED - EXISTING CUSTOMER
