Company,Category,Segment,HQ,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Key_Locations,tier0_score,original_tier,website_url,linkedin_url,has_trigger_news,trigger_news_count,total_contacts,dm_contact_count,best_contact,has_stated_priorities,priority_signals,priority_signal_count,has_it_hiring,it_hiring_summary,final_score,final_tier
Leoni Cables,Auto & Engineering,Wires Cables,,1000.0,800.0,30.0,"Chennai, Pune",50,E,https://www.leonicables.com,https://www.linkedin.com/company/leoni-cables,False,0,0,0,,False,,0,False,,50,C
JSW Gases,Chemicals & Petrochemicals,Industrial Gases,Mumbai,200.0,120.0,7.0,"Bellary, Dolvi, Vijayanagar",50,E,,https://www.linkedin.com/company/jsw-gases,False,0,0,0,,False,,0,False,,50,C
Stone India,Steel & Metals,Steel Railways,Kolkata,500.0,600.0,18.0,"Kolkata (WB), Baroda (GJ)",50,E,https://www.stone.com,https://www.linkedin.com/company/stone,False,0,0,0,,False,,0,False,,50,C
Nagarjuna Agrichem,Chemicals & Petrochemicals,Agrochemicals,Hyderabad,900.0,800.0,31.0,"Srikakulam (AP), Hyderabad (TS)",50,E,https://www.nagarjunaagrichem.com,https://www.linkedin.com/company/nagarjuna-agrichem,False,0,0,0,,False,,0,False,,50,C
Rama Phosphates,Chemicals & Petrochemicals,Fertilizers,Delhi,1200.0,800.0,24.0,Indore (MP),50,E,https://www.ramaphosphates.com,https://www.linkedin.com/company/rama-phosphates,False,0,0,0,,False,,0,False,,50,C
JSW (Ferro),Steel & Metals,Ferro Alloys,Mumbai,1000.0,500.0,30.0,Vijayanagar (KA),50,E,,https://www.linkedin.com/company/jsw-ferro,False,0,0,0,,False,,0,False,,50,C
Vardhman Special,Steel & Metals,Steel Flats Longs,Ludhiana,2000.0,1000.0,17.0,Ludhiana (PB),50,E,,https://www.linkedin.com/company/vardhman-special,False,0,0,0,,False,,0,False,,50,C
UltraTech (Pet Coke),Energy & Fuel,Coal Fuel,Mumbai,15000.0,3000.0,90.0,Pan-India,50,E,,https://www.linkedin.com/company/ultratech-pet-coke,False,0,0,0,,False,,0,False,,50,C
Anabond,Chemicals & Petrochemicals,Adhesives Sealants,Chennai,600.0,400.0,12.0,"Chennai (TN), Pune",50,E,https://www.anabond.com,https://www.linkedin.com/company/anabond,False,0,0,0,,False,,0,False,,50,C
Mahindra Sanyo Special,Steel & Metals,Steel Coils,Mumbai,2500.0,800.0,20.0,Khopoli (MH),50,E,,https://www.linkedin.com/company/mahindra-sanyo-special,False,0,0,0,,False,,0,False,,50,C
Ramagundam Fertilizers,Chemicals & Petrochemicals,Fertilizers,Hyderabad,4500.0,1000.0,83.0,Ramagundam (TS),50,E,,https://www.linkedin.com/company/ramagundam-fertilizers,False,0,0,0,,False,,0,False,,50,C
N.K. Proteins,FMCG & Consumer,Edible Oils,Gondal,800.0,600.0,30.0,"Gondal (GJ), Rajkot",50,E,https://www.nkproteins.com,https://www.linkedin.com/company/nk-proteins,False,0,0,0,,False,,0,False,,50,C
Siemens Home,FMCG & Consumer,Consumer Durables,Bangalore,1500.0,800.0,48.0,Chennai (TN),50,E,https://www.siemenshome.com,https://www.linkedin.com/company/siemens-home,False,0,0,0,,False,,0,False,,50,C
Privi Speciality,Chemicals & Petrochemicals,Specialty Chemicals,Mumbai,1400.0,800.0,48.0,"Mahad (MH), Jhagadia (GJ)",50,E,https://www.privispeciality.com,https://www.linkedin.com/company/privi-speciality,False,0,0,0,,False,,0,False,,50,C
Essar Steel (Sponge),Steel & Metals,Sponge Pig Iron,Mumbai,2000.0,1000.0,50.0,Hazira (GJ),50,E,,https://www.linkedin.com/company/essar-steel-sponge,False,0,0,0,,False,,0,False,,50,C
Apollo Pipes,Building & Construction,Pipes Fittings,Delhi,1200.0,1500.0,30.0,"Dadri (UP), Ahmedabad (GJ), Tumkur (KA)",50,E,https://www.apollopipes.com,https://www.linkedin.com/company/apollo-pipes,False,0,0,0,,False,,0,False,,50,C
SKF India (Seals),Chemicals & Petrochemicals,Rubber Latex,Bangalore,600.0,800.0,23.0,"Bangalore (KA), Pune",50,E,,https://www.linkedin.com/company/skf-seals,False,0,0,0,,False,,0,False,,50,C
Audi India,Auto & Engineering,Auto Oem,Mumbai,4000.0,500.0,22.0,Aurangabad (MH),50,E,https://www.audi.com,https://www.linkedin.com/company/audi,False,0,0,0,,False,,0,False,,50,C
Sicgil India,Chemicals & Petrochemicals,Industrial Gases,Mumbai,450.0,500.0,21.0,Pan-India,50,E,https://www.sicgil.com,https://www.linkedin.com/company/sicgil,False,0,0,0,,False,,0,False,,50,C
Rama Steel Tubes,Steel & Metals,Steel Pipes Tubes,Delhi,1500.0,600.0,20.0,"Sahibabad (UP), Khopoli (MH)",50,E,,https://www.linkedin.com/company/rama-steel-tubes,False,0,0,0,,False,,0,False,,50,C
Braithwaite & Co,Steel & Metals,Steel Railways,Kolkata,600.0,800.0,21.0,Kolkata (WB),50,E,https://www.braithwaite.com,https://www.linkedin.com/company/braithwaite,False,0,0,0,,False,,0,False,,50,C
Oriental Aromatics,Chemicals & Petrochemicals,Specialty Chemicals,Mumbai,800.0,600.0,28.0,"Vadodara (GJ), Bareilly (UP)",50,E,https://www.orientalaromatics.com,https://www.linkedin.com/company/oriental-aromatics,False,0,0,0,,False,,0,False,,50,C
Nuberg Engineering,Auto & Engineering,Project Cargo,Noida,1000.0,800.0,35.0,"Noida (UP), Dahej (GJ)",50,E,,https://www.linkedin.com/company/nuberg-engineering,False,0,0,0,,False,,0,False,,50,C
Attero Recycling,Steel & Metals,Metal Scrap,Noida,600.0,500.0,20.0,"Roorkee (UK), Greater Noida, Bangalore",50,E,,https://www.linkedin.com/company/attero-recycling,False,0,0,0,,False,,0,False,,50,C
Lloyds Line Pipes,Steel & Metals,Steel Pipes Tubes,Mumbai,1500.0,600.0,21.0,Wardha (MH),50,E,,https://www.linkedin.com/company/lloyds-line-pipes,False,0,0,0,,False,,0,False,,50,C
HD Hyundai CE India,Auto & Engineering,Construction Mining Equipment,Pune,1500.0,1000.0,0.0,,50,E,https://www.hdhyundaice.com,https://www.linkedin.com/company/hd-hyundai-ce,False,0,0,0,,False,,0,False,,50,C
Uno Minda,Auto & Engineering,Auto Components Batteries,Gurgaon,18015.0,,0.0,,50,E,https://www.unominda.com,https://www.linkedin.com/company/uno-minda,False,0,0,0,,False,,0,False,,50,C
Bejo Sheetal,Chemicals & Petrochemicals,Agrochemicals,Jalna,400.0,600.0,17.0,"Jalna (MH), Bengaluru (KA)",50,E,,https://www.linkedin.com/company/bejo-sheetal,False,0,0,0,,False,,0,False,,50,C
Dalmia Recycling,Steel & Metals,Metal Scrap,Mumbai,800.0,400.0,22.0,"Kalamboli (MH), Delhi",50,E,,https://www.linkedin.com/company/dalmia-recycling,False,0,0,0,,False,,0,False,,50,C
SKM Animal Feeds,Agriculture & Food,Animal Feed,Erode,2500.0,3000.0,40.0,"Erode (TN), Puthukottai, Namakkal",50,E,,https://www.linkedin.com/company/skm-animal-feeds,False,0,0,0,,False,digital_transformation,1,False,,50,C
Asian Gases,Chemicals & Petrochemicals,Industrial Gases,Mumbai,350.0,300.0,15.0,"Maharashtra (Navi Mumbai, Pune)",50,E,,https://www.linkedin.com/company/asian-gases,False,0,0,0,,False,,0,False,,50,C
Bharat Forge (Rail),Steel & Metals,Steel Railways,Pune,1000.0,800.0,31.0,Pune (MH),50,E,,https://www.linkedin.com/company/bharat-forge-rail,False,0,0,0,,False,,0,False,,50,C
Synthomer India,Chemicals & Petrochemicals,Paints Coatings,Vadodara,800.0,300.0,26.0,"Vadodara (GJ), Taloja (MH)",50,E,https://www.synthomer.com,https://www.linkedin.com/company/synthomer,False,0,0,0,,False,,0,False,,50,C
Muthoot Oxygen,Chemicals & Petrochemicals,Industrial Gases,Kochi,300.0,350.0,14.0,"South India (Kerala, TN, AP)",50,E,,https://www.linkedin.com/company/muthoot-oxygen,False,0,0,0,,False,,0,False,,50,C
Scania India,Auto & Engineering,Auto Oem,Bangalore,1500.0,400.0,18.0,Bangalore (KA),50,E,https://www.scania.com,https://www.linkedin.com/company/scania,False,0,0,0,,False,,0,False,,50,C
Suryoday Steel,Steel & Metals,Steel Coils,Raipur,1200.0,600.0,10.0,Bhilai (CG),50,E,,https://www.linkedin.com/company/suryoday-steel,False,0,0,0,,False,,0,False,,50,C
Preet Tractors,Auto & Engineering,Two Wheelers Tractors,Nabha,350.0,600.0,9.0,Nabha (PB),50,E,,https://www.linkedin.com/company/preet-tractors,False,0,0,0,,False,,0,False,,50,C
AYM Syntex,Chemicals & Petrochemicals,Synthetic Fibres,Mumbai,800.0,800.0,26.0,"Silvassa, Roorkee (UK)",50,E,https://www.aymsyntex.com,https://www.linkedin.com/company/aym-syntex,False,0,0,0,,False,,0,False,,50,C
Myntra (Flipkart),E-commerce & Retail,Ecommerce Retail,Bangalore,15000.0,6000.0,15.0,"Bangalore, Delhi, Mumbai",50,E,,https://www.linkedin.com/company/myntra-flipkart,False,0,0,0,,False,,0,False,,50,C
Eicher Tractors (TMTL),Auto & Engineering,Two Wheelers Tractors,Indore,1200.0,1000.0,22.0,Mandideep (MP),50,E,,https://www.linkedin.com/company/eicher-tractors-tmtl,False,0,0,0,,False,,0,False,,50,C
Nova Steel,Steel & Metals,Steel Structural,Bhubaneswar,1500.0,600.0,14.0,Sambalpur (OD),50,E,https://www.novasteel.com,https://www.linkedin.com/company/nova-steel,False,0,0,0,,False,,0,False,,50,C
GRM Overseas,FMCG & Consumer,Food Processing,Panipat,2000.0,800.0,31.0,"Panipat (HR), Karnal",50,E,https://www.grmoverseas.com,https://www.linkedin.com/company/grm-overseas,False,0,0,0,,False,,0,False,,50,C
IFB Agro,FMCG & Consumer,Beverages,Kolkata,800.0,600.0,28.0,"Nadia (WB), Kolkata",50,E,https://www.ifbagro.in,https://www.linkedin.com/company/ifb-agro,False,0,0,0,,False,,0,False,,50,C
Sula Vineyards,FMCG & Consumer,Beverages,Mumbai,700.0,600.0,26.0,"Nashik (MH), Dindori (MH)",50,E,https://www.sulavineyards.com,https://www.linkedin.com/company/sula-vineyards,False,0,0,0,,False,,0,False,,50,C
Okaya Power,Auto & Engineering,Auto Components Batteries,New Delhi,1500.0,,0.0,,40,E,https://www.okayapower.com,https://www.linkedin.com/company/okaya-power,True,1,0,0,,False,,0,False,,50,C
Fertilizer Companies,Chemicals & Petrochemicals,Acids Solvents,,0.0,0.0,92.0,Pan-India,40,E,https://www.fertilizercompanies.com,https://www.linkedin.com/company/fertilizer-companies,True,1,0,0,,False,,0,False,,50,C
KSB India,Auto & Engineering,Power Industrial Equipment,Pune,2533.0,,0.0,,40,E,https://www.ksb.com,https://www.linkedin.com/company/ksb,True,1,0,0,,False,,0,False,,50,C
KNR Constructions,Energy & Fuel,Bitumen,Hyderabad,4000.0,3000.0,98.0,South India projects,40,E,https://www.knrconstructions.com,https://www.linkedin.com/company/knr-constructions,True,1,0,0,,False,,0,False,,50,C
Rivigo,General,General Cargo,Gurugram,1200.0,2000.0,49.0,Pan-India,40,E,https://www.rivigo.com,https://www.linkedin.com/company/rivigo,True,1,0,0,,False,,0,False,,50,C
USG Boral,Building & Construction,Gypsum Plaster,Gurugram,1500.0,800.0,37.0,"Khushkhera (RJ), Pune (MH)",40,E,,https://www.linkedin.com/company/usg-boral,True,1,0,0,,False,,0,False,,50,C
Shree Maruti Courier,General,General Cargo,Ahmedabad,600.0,4000.0,21.0,Pan-India,40,E,https://www.shreemaruticourier.com,https://www.linkedin.com/company/shree-maruti-courier,True,1,0,0,,False,,0,False,,50,C
Siemens Gamesa India,Auto & Engineering,Power Industrial Equipment,Chennai,0.3,,0.0,,40,E,https://www.siemensgamesa.com,https://www.linkedin.com/company/siemens-gamesa,True,1,0,0,,False,,0,False,,50,C
Ecom Express,General,General Cargo,Delhi,2500.0,15000.0,83.0,Pan-India,40,E,https://www.ecomexpress.com,https://www.linkedin.com/company/ecom-express,True,1,0,0,,False,,0,False,,50,C
Blue Dart (DHL),General,General Cargo,Mumbai,5000.0,12000.0,90.0,Pan-India,40,E,https://www.bluedartdhl.com,https://www.linkedin.com/company/blue-dart-dhl,True,1,0,0,,False,,0,False,,50,C
Kwality Feeds,Agriculture & Food,Animal Feed,Karnal,800.0,600.0,20.0,"Karnal (HR), Rohtak",40,E,https://www.kwalityfeeds.com,https://www.linkedin.com/company/kwality-feeds,True,1,0,0,,False,,0,False,,50,C
McDonald's (Buyer),FMCG & Consumer,Food Processing,Mumbai,0.0,0.0,60.0,Pan-India,40,E,,https://www.linkedin.com/company/mcdonalds-buyer,True,1,0,0,,False,,0,False,,50,C
RINL (Coal),Energy & Fuel,Coal Fuel,Vizag,8000.0,2000.0,50.0,Vizag linkage,40,E,,https://www.linkedin.com/company/rinl-coal,True,1,0,0,,False,,0,False,,50,C
Agarwal Packers,General,General Cargo,Hyderabad,800.0,5000.0,23.0,Pan-India,40,E,https://www.agarwalpackers.com,https://www.linkedin.com/company/agarwal-packers,True,1,0,0,,False,,0,False,,50,C
SKF India,Auto & Engineering,Auto Components Batteries,Pune,5000.0,,0.0,,40,E,https://www.skf.com,https://www.linkedin.com/company/skf,True,1,0,0,,False,,0,False,,50,C
Timken India,Auto & Engineering,Auto Components Batteries,Bangalore,2500.0,,0.0,,40,E,https://www.timken.com,https://www.linkedin.com/company/timken,True,1,0,0,,False,,0,False,,50,C
Srikalahasthi Pipes,Steel & Metals,Steel Pipes Tubes,Chennai,2000.0,800.0,29.0,Srikalahasti (AP),50,E,https://www.srikalahasthipipes.com,https://www.linkedin.com/company/srikalahasthi-pipes,False,0,0,0,,False,,0,False,,50,C
NRB Bearings,Auto & Engineering,Auto Components Batteries,Mumbai,1200.0,,0.0,,40,E,https://www.nrbbearings.com,https://www.linkedin.com/company/nrb-bearings,True,1,0,0,,False,,0,False,,50,C
UFLEX (Packaging),FMCG & Consumer,Textiles Apparel,,,,0.0,,40,E,https://www.uflexpackaging.com,https://www.linkedin.com/company/uflex-packaging,True,1,0,0,,False,,0,False,,50,C
Moglix,E-commerce & Retail,Ecommerce Retail,Noida,4000.0,2500.0,7.0,Pan-India,40,E,https://www.moglix.com,https://www.linkedin.com/company/moglix,True,1,0,0,,False,,0,False,,50,C
V-Mart,E-commerce & Retail,Ecommerce Retail,Gurugram,2500.0,8000.0,5.0,North + East,40,E,https://www.vmart.com,https://www.linkedin.com/company/v-mart,True,1,0,0,,False,,0,False,,50,C
Rane Group,Auto & Engineering,Auto Components Batteries,Chennai,4500.0,,0.0,,40,E,https://www.ranegroup.com,https://www.linkedin.com/company/rane-group,True,1,0,0,,False,,0,False,,50,C
ZF India,Auto & Engineering,Auto Components Batteries,Pune,4500.0,,0.0,,40,E,https://www.zf.com,https://www.linkedin.com/company/zf,True,1,0,0,,False,,0,False,,50,C
Flowserve India,Auto & Engineering,Power Industrial Equipment,Coimbatore,0.8001,,0.0,,40,E,https://www.flowserve.com,https://www.linkedin.com/company/flowserve,True,1,0,0,,False,,0,False,,50,C
L&T Infrastructure,Building & Construction,Ash Infrastructure,Mumbai,,10000.0,12.0,Pan-India projects,40,E,,https://www.linkedin.com/company/landt-infrastructure,True,1,0,0,,False,,0,False,,50,C
Aisin India,Auto & Engineering,Auto Components Batteries,Gurgaon,2000.0,,0.0,,40,E,https://www.aisin.com,https://www.linkedin.com/company/aisin,True,1,0,0,,False,,0,False,,50,C
Alom Industries,Steel & Metals,Non Ferrous Metals,Bhiwadi,280.0,200.0,7.0,Bhiwadi (RJ),50,E,https://www.alom.com,https://www.linkedin.com/company/alom,False,0,0,0,,False,,0,False,,50,C
Paper Boat (Hector Beverages),FMCG & Consumer,Beverages,Bangalore,500.0,600.0,21.0,"Greater Noida (UP), Mysore (KA)",50,E,,https://www.linkedin.com/company/paper-boat-hector-beverages,False,0,0,0,,False,,0,False,,50,C
Neogen Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Navi Mumbai,700.0,600.0,26.0,"Mahape (MH), Dahej (GJ)",50,E,https://www.neogenchemicals.com,https://www.linkedin.com/company/neogen-chemicals,False,0,0,0,,False,,0,False,,50,C
Morgan Advanced India,Chemicals & Petrochemicals,Graphite Carbon,,600.0,200.0,10.0,Bangalore,50,E,,https://www.linkedin.com/company/morgan-advanced,False,0,0,0,,False,,0,False,,50,C
Kandui Industries,Chemicals & Petrochemicals,Petrochemicals Polymers,Mumbai,800.0,450.0,21.0,"Silvassa, Daman",50,E,https://www.kandui.com,https://www.linkedin.com/company/kandui,False,0,0,0,,False,,0,False,,50,C
Esdee Paints,Chemicals & Petrochemicals,Paints Coatings,Kolkata,250.0,300.0,10.0,"Kolkata (WB), Mumbai",50,E,https://www.esdeepaints.com,https://www.linkedin.com/company/esdee-paints,False,0,0,0,,False,,0,False,,50,C
Biostadt India,Chemicals & Petrochemicals,Agrochemicals,Mumbai,800.0,600.0,31.0,"Aurangabad (MH), Badlapur (MH)",50,E,https://www.biostadt.com,https://www.linkedin.com/company/biostadt,False,0,0,0,,False,,0,False,,50,C
Patel Integrated,General,General Cargo,Mumbai,700.0,1200.0,30.0,Pan-India,40,E,,https://www.linkedin.com/company/patel-integrated,True,1,0,0,,False,,0,False,,50,C
Gupta Power,Auto & Engineering,Wires Cables,Delhi,1200.0,1000.0,33.0,"Bhubaneswar (OD), Haridwar",50,E,https://www.guptapower.com,https://www.linkedin.com/company/gupta-power,False,0,0,0,,False,,0,False,,50,C
Saint-Gobain Gyproc,Building & Construction,Gypsum Plaster,Mumbai,2500.0,2000.0,58.0,"Bhuj (GJ), Chennai (TN), Haryana, Rajasthan",50,E,https://www.saintgobaingyproc.com,https://www.linkedin.com/company/saint-gobain-gyproc,False,0,0,0,,False,,0,False,,50,C
SMS Group India,Auto & Engineering,Project Cargo,,2000.0,800.0,59.0,Pune (MH),50,E,https://www.smsgroup.com,https://www.linkedin.com/company/sms-group,False,0,0,0,,False,,0,False,,50,C
Metso Outotec India,Auto & Engineering,Construction Mining Equipment,Gurgaon,800.0,600.0,0.0,,50,E,https://www.metsooutotec.com,https://www.linkedin.com/company/metso-outotec,False,0,0,0,,False,,0,False,,50,C
Nexans India,Auto & Engineering,Wires Cables,,2000.0,1000.0,49.0,"Mumbai, Faridabad",50,E,https://www.nexans.com,https://www.linkedin.com/company/nexans,False,0,0,0,,False,,0,False,,50,C
Bharat Forge,Auto & Engineering,Auto Components Batteries,Pune,15562.0,,0.0,,50,E,https://www.bharatforge.com,https://www.linkedin.com/company/bharat-forge,False,0,0,0,,False,,0,False,,50,C
ACC/Ambuja (Fuel),Energy & Fuel,Coal Fuel,Mumbai,12000.0,2500.0,73.0,Pan-India,50,E,,https://www.linkedin.com/company/accambuja-fuel,False,0,0,0,,False,,0,False,,50,C
DTDC Express,General,General Cargo,Bangalore,1500.0,8000.0,40.0,Pan-India,40,E,https://www.dtdcexpress.com,https://www.linkedin.com/company/dtdc-express,True,1,0,0,,False,,0,False,,50,C
Sadbhav Engineering,Energy & Fuel,Bitumen,Ahmedabad,4000.0,3000.0,98.0,Pan-India projects,40,E,,https://www.linkedin.com/company/sadbhav-engineering,True,1,0,0,,False,,0,False,,50,C
Hindustan National Glass,Building & Construction,Glass Glazing,Kolkata,1800.0,3500.0,61.0,"Rishra (WB), Nashik (MH), Neemrana (RJ)",50,E,,https://www.linkedin.com/company/hindustan-national-glass,False,0,0,0,,False,,0,False,,50,C
Castrol India,Energy & Fuel,Lubricants,Mumbai,5500.0,1500.0,98.0,"Silvassa, Patalganga (MH), Paharpur (WB)",50,E,https://www.castrol.com,https://www.linkedin.com/company/castrol,False,0,0,0,,False,,0,False,,50,C
Indorama Fertilizers,Chemicals & Petrochemicals,Fertilizers,Singapore,3500.0,800.0,69.0,Kakinada (AP),50,E,https://www.indoramafertilizers.com,https://www.linkedin.com/company/indorama-fertilizers,False,0,0,0,,False,,0,False,,50,C
Aquafina (VBL),FMCG & Consumer,Beverages,Gurugram,1200.0,800.0,42.0,Pan-India,50,E,,https://www.linkedin.com/company/aquafina-vbl,False,0,0,0,,False,,0,False,,50,C
MRF Tyres,Auto & Engineering,Auto Components Batteries,Chennai,28500.0,,0.0,,50,E,https://www.mrftyres.com,https://www.linkedin.com/company/mrf-tyres,False,0,0,0,,False,,0,False,,50,C
Goldi Solar,Energy & Fuel,Solar Renewable,Surat,3000.0,1500.0,98.0,"Surat (GJ), Sanathal (GJ)",40,E,https://www.goldisolar.com,https://www.linkedin.com/company/goldi-solar,True,1,0,0,,False,,0,False,,50,C
HPCL (Lubes),Energy & Fuel,Lubricants,Mumbai,5000.0,1200.0,82.0,"Mumbai, Vizag, Kolkata, Chennai",50,E,https://www.hpcllubes.in,https://www.linkedin.com/company/hpcl-lubes,False,0,0,0,,False,,0,False,,50,C
Avaada Energy,Energy & Fuel,Solar Renewable,Delhi,4000.0,1200.0,40.0,Pan-India,40,E,https://www.avaadaenergy.com,https://www.linkedin.com/company/avaada-energy,True,1,0,0,,False,,0,False,,50,C
CEAT Tyres,Auto & Engineering,Auto Components Batteries,Mumbai,14023.0,,0.0,,50,E,https://www.ceattyres.com,https://www.linkedin.com/company/ceat-tyres,False,0,0,0,,False,,0,False,,50,C
Heranba Industries,Chemicals & Petrochemicals,Agrochemicals,Mumbai,1500.0,1000.0,48.0,"Vapi (GJ), Sarigam (GJ)",50,E,https://www.heranba.com,https://www.linkedin.com/company/heranba,False,0,0,0,,False,,0,False,,50,C
BPCL (Lubes),Energy & Fuel,Lubricants,Mumbai,6000.0,1500.0,91.0,"Mumbai, Kochi, Kolkata, Chennai",50,E,,https://www.linkedin.com/company/bpcl-lubes,False,0,0,0,,False,,0,False,,50,C
Kinley (HCCB),FMCG & Consumer,Beverages,Bangalore,1500.0,1000.0,48.0,Pan-India,50,E,,https://www.linkedin.com/company/kinley-hccb,False,0,0,0,,False,,0,False,,50,C
Anik Industries,FMCG & Consumer,Edible Oils,Indore,1200.0,600.0,41.0,"Indore (MP), Dewas",50,E,,https://www.linkedin.com/company/anik,False,0,0,0,,False,,0,False,,50,C
Corning India,Auto & Engineering,Wires Cables,Pune,1500.0,800.0,41.0,"Pune (MH), Chennai",50,E,https://www.corning.com,https://www.linkedin.com/company/corning,False,0,0,0,,False,,0,False,,50,C
DVC,Building & Construction,Ash Infrastructure,Kolkata,,8000.0,41.0,"Chandrapura, Mejia, Bokaro, Raghunathpur (JH/WB)",50,E,https://www.dvc.com,https://www.linkedin.com/company/dvc,False,0,0,0,,False,,0,False,,50,C
Best Agrolife,Chemicals & Petrochemicals,Agrochemicals,Delhi,1200.0,800.0,42.0,"Gajraula (UP), Jammu",50,E,https://www.bestagrolife.com,https://www.linkedin.com/company/best-agrolife,False,0,0,0,,False,,0,False,,50,C
Kwality Ltd,FMCG & Consumer,Dairy Products,Delhi,2000.0,1000.0,22.0,"Palwal (HR), Softa (HP)",50,E,https://www.kwality.com,https://www.linkedin.com/company/kwality,False,0,0,0,,False,,0,False,,50,C
Nezone Tubes,Steel & Metals,Non Ferrous Metals,Guwahati,150.0,120.0,3.5,Guwahati (AS),50,E,https://www.nezonetubes.com,https://www.linkedin.com/company/nezone-tubes,False,0,0,0,,False,,0,False,,50,C
Dow Coatings,Chemicals & Petrochemicals,Paints Coatings,Mumbai,1500.0,400.0,48.0,Taloja (MH),50,E,,https://www.linkedin.com/company/dow-coatings,False,0,0,0,,False,,0,False,,50,C
Welspun Corp (Wire),Steel & Metals,Steel Wire Products,Mumbai,1200.0,500.0,41.0,Dahej (GJ),50,E,,https://www.linkedin.com/company/welspun-wire,False,0,0,0,,False,,0,False,,50,C
CPCL (Refinery),Energy & Fuel,Oil Gas Services,Chennai,65000.0,2500.0,98.0,"Chennai, Nagapattinam",50,E,,https://www.linkedin.com/company/cpcl-refinery,False,0,0,0,,False,,0,False,,50,C
Terex India,Auto & Engineering,Construction Mining Equipment,Hosur,700.0,600.0,0.0,,50,E,https://www.terex.com,https://www.linkedin.com/company/terex,False,0,0,0,,False,,0,False,,50,C
Godrej Interio,Building & Construction,Furniture Wood,Mumbai,3500.0,4000.0,73.0,"Shirwal (MH), Haridwar, Khalapur",50,E,https://www.godrejinterio.com,https://www.linkedin.com/company/godrej-interio,False,0,0,0,,False,,0,False,,50,C
Pushpak Steel,Steel & Metals,Steel Structural,Raipur,1500.0,700.0,14.0,"Raipur (CG), Durg (CG)",50,E,https://www.pushpaksteel.com,https://www.linkedin.com/company/pushpak-steel,False,0,0,0,,False,,0,False,,50,C
Cargill India (Feed),Agriculture & Food,Animal Feed,Gurugram,6000.0,2500.0,81.0,"Hyderabad, Coimbatore, Hajipur, Hoshiarpur",50,E,,https://www.linkedin.com/company/cargill-feed,False,0,0,0,,False,,0,False,,50,C
Ampere (Greaves),Auto & Engineering,Two Wheelers Tractors,Bangalore,800.0,600.0,22.0,"Coimbatore (TN), Ranipet (TN)",50,E,,https://www.linkedin.com/company/ampere-greaves,False,0,0,0,,False,,0,False,,50,C
SMIORE (Sandur),Steel & Metals,Ferro Alloys,Bangalore,500.0,600.0,17.0,"Sandur (KA), Vyasanakere",50,E,,https://www.linkedin.com/company/smiore-sandur,False,0,0,0,,False,,0,False,,50,C
Sibelco India,Mining & Minerals,Industrial Minerals,Belgium,600.0,500.0,25.0,"Visakhapatnam (AP), Rajasthan, TN",50,E,https://www.sibelco.com,https://www.linkedin.com/company/sibelco,False,0,0,0,,False,,0,False,,50,C
Jotun India,Chemicals & Petrochemicals,Paints Coatings,Mumbai,600.0,300.0,21.0,Mumbai,50,E,https://www.jotun.com,https://www.linkedin.com/company/jotun,False,0,0,0,,False,,0,False,,50,C
Trelleborg India,Chemicals & Petrochemicals,Rubber Latex,,800.0,700.0,30.0,"Bangalore (KA), Pune",50,E,https://www.trelleborg.com,https://www.linkedin.com/company/trelleborg,False,0,0,0,,False,,0,False,,50,C
Sun Chemical,Chemicals & Petrochemicals,Paints Coatings,Mumbai,400.0,250.0,14.0,Navi Mumbai,50,E,https://www.sunchemical.com,https://www.linkedin.com/company/sun-chemical,False,0,0,0,,False,,0,False,,50,C
CICO Technologies,Chemicals & Petrochemicals,Paints Coatings,Noida,400.0,350.0,14.0,"Noida (UP), Kolkata (WB)",50,E,https://www.cicotechnologies.com,https://www.linkedin.com/company/cico-technologies,False,0,0,0,,False,,0,False,,50,C
Pennar Aluminium,Steel & Metals,Non Ferrous Metals,Hyderabad,400.0,300.0,9.3,Hyderabad (TS),50,E,,https://www.linkedin.com/company/pennar-aluminium,False,0,0,0,,False,,0,False,,50,C
Precision Wires India,Steel & Metals,Steel Wire Products,Mumbai,800.0,700.0,30.0,"Nashik (MH), Silvassa",50,E,https://www.precisionwires.com,https://www.linkedin.com/company/precision-wires,False,0,0,0,,False,,0,False,,50,C
Piccadily Agro (Indri),FMCG & Consumer,Beverages,Karnal,700.0,800.0,24.0,"Karnal (HR), Barwala (HR)",50,E,,https://www.linkedin.com/company/piccadily-agro-indri,False,0,0,0,,False,,0,False,,50,C
HPCL (Bitumen),Energy & Fuel,Bitumen,Mumbai,6000.0,2500.0,92.0,"Vizag, Mumbai, Bathinda, Rajasthan",50,E,,https://www.linkedin.com/company/hpcl-bitumen,False,0,0,0,,False,,0,False,,50,C
Tata Wiron,Steel & Metals,Steel Wire Products,Jamshedpur,1500.0,800.0,49.0,Pan-India depots,50,E,https://www.tatawiron.com,https://www.linkedin.com/company/tata-wiron,False,0,0,0,,False,,0,False,,50,C
Shree Renuka Sugars (Oils),FMCG & Consumer,Edible Oils,Mumbai,2000.0,800.0,58.0,"Maharashtra, Karnataka",50,E,,https://www.linkedin.com/company/shree-renuka-sugars-oils,False,0,0,0,,False,,0,False,,50,C
